,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,CHGastro_Abnormal_162.png,0.030620707253280033,0.036064388542752034,0.01837242435196802,0.012928743062496013,0.02177472515788802,0.04491037063814404,0.034023008059200034,0.014289663384864013,0.03266208773683203,0.053075892572352054,0.016331043868416016,0.016331043868416016,0.036064388542752034,0.023135645480256022,0.05171497224998405,0.017011504029600017,0.024496565802624028,0.03470346822038404,0.05375635273353605,0.03130116741446403,0.020413804835520022,0.03878622918748804,0.011567822740128011,0.016331043868416016,0.07825291853616008,0.035383928381568036,0.017011504029600017,0.01905288451315202,0.03470346822038404,0.05035405192761605,0.05375635273353605,0.053075892572352054,1
1,CHGastro_Abnormal_066.png,0.04196170993968004,0.021820089168633622,0.04867558353002885,0.016784683975872017,0.035247836349331235,0.04196170993968004,0.01007081038552321,0.03860477314450564,0.028533962758982425,0.043640178337267244,0.033569367951744034,0.028533962758982425,0.03692630474691844,0.03860477314450564,0.055389457120377655,0.04028324154209284,0.04867558353002885,0.026855494361395227,0.03692630474691844,0.03860477314450564,0.02014162077104642,0.04028324154209284,0.016784683975872017,0.028533962758982425,0.01007081038552321,0.033569367951744034,0.026855494361395227,0.023498557566220823,0.021820089168633622,0.035247836349331235,0.006713873590348807,0.05706792551796485,1
2,CHGastro_Abnormal_093.png,0.017256593783704286,0.039219531326600644,0.056476125110304934,0.053338562604176874,0.028238062555152467,0.05804490636336896,0.026669281302088437,0.00784390626532013,0.01568781253064026,0.03294440631434454,0.028238062555152467,0.03451318756740857,0.01882537503676831,0.025100500049024414,0.023531718795960388,0.012550250024512207,0.029806843808216493,0.02039415628983234,0.06745759388175311,0.03451318756740857,0.023531718795960388,0.04392587508579272,0.05020100009804883,0.01098146877144818,0.029806843808216493,0.023531718795960388,0.03451318756740857,0.02196293754289636,0.03765075007353662,0.053338562604176874,0.02196293754289636,0.05020100009804883,1
3,CHGastro_Abnormal_125.png,0.04540023894862605,0.02389486260454002,0.035842293906810034,0.009557945041816009,0.021505376344086023,0.04778972520908004,0.03345280764635603,0.04062126642771804,0.02389486260454002,0.021505376344086023,0.009557945041816009,0.014336917562724014,0.06929510155316607,0.019115890083632018,0.02389486260454002,0.03345280764635603,0.019115890083632018,0.052568697729988054,0.021505376344086023,0.04540023894862605,0.04778972520908004,0.043010752688172046,0.026284348864994027,0.04540023894862605,0.07168458781362007,0.019115890083632018,0.009557945041816009,0.021505376344086023,0.021505376344086023,0.031063321385902034,0.038231780167264036,0.04540023894862605,1
4,CHGastro_Abnormal_058.png,0.03758922924008313,0.014457395861570434,0.066504020963224,0.04626366675702539,0.02024035420619861,0.02024035420619861,0.002891479172314087,0.066504020963224,0.011565916689256347,0.00867443751694226,0.04048070841239722,0.02891479172314087,0.02024035420619861,0.03758922924008313,0.01734887503388452,0.054938104273967656,0.005782958344628174,0.04337218758471131,0.026023312550826783,0.04626366675702539,0.0896358543417367,0.011565916689256347,0.03469775006776904,0.04337218758471131,0.01734887503388452,0.023131833378512694,0.06939550013553808,0.04048070841239722,0.03469775006776904,0.03180627089545496,0.002891479172314087,0.01734887503388452,1
5,CHGastro_Abnormal_090.png,0.03010014939412383,0.03187074641730759,0.05577380623028828,0.036297238975266974,0.03187074641730759,0.04160903004481824,0.04072373153322636,0.026558955347756322,0.03098544790571571,0.04160903004481824,0.035411940463675094,0.04603552260277763,0.013279477673878161,0.037182537486858847,0.03098544790571571,0.024788358324572567,0.019476567255021303,0.008852985115918774,0.04957671664914513,0.02921485088253195,0.010623582139102528,0.028329552370940075,0.0469208211143695,0.022132462789796935,0.0035411940463675093,0.051347313672328886,0.054003209207104524,0.022132462789796935,0.026558955347756322,0.06462679134620705,0.0017705970231837547,0.03806783599845073,1
6,CHGastro_Abnormal_082.png,0.035378662244333885,0.017689331122166942,0.10613598673300165,0.08844665561083472,0.053067993366500824,0.0,0.0,0.017689331122166942,0.017689331122166942,0.0,0.0,0.10613598673300165,0.0,0.07075732448866777,0.017689331122166942,0.0,0.017689331122166942,0.07075732448866777,0.017689331122166942,0.0,0.035378662244333885,0.07075732448866777,0.017689331122166942,0.26533996683250416,0.0,0.0,0.08844665561083472,0.017689331122166942,0.0,0.0,0.017689331122166942,0.035378662244333885,1
7,CHGastro_Abnormal_053.png,0.02183622828784119,0.0456575682382134,0.004962779156327543,0.0228287841191067,0.040694789081885854,0.05161290322580645,0.03672456575682382,0.012903225806451613,0.048635235732009924,0.04466501240694789,0.02084367245657568,0.01588089330024814,0.03672456575682382,0.02382133995037221,0.04764267990074442,0.010918114143920596,0.0456575682382134,0.02382133995037221,0.03870967741935484,0.02878411910669975,0.018858560794044667,0.040694789081885854,0.018858560794044667,0.012903225806451613,0.02977667493796526,0.03374689826302729,0.013895781637717122,0.032754342431761785,0.040694789081885854,0.06451612903225806,0.03076923076923077,0.07146401985111663,1
8,CHGastro_Abnormal_112.png,0.04600593045197232,0.03162907718573098,0.025878335879234434,0.03450444783897924,0.03162907718573098,0.04025518914547578,0.02012759457273789,0.0287537065324827,0.01150148261299308,0.05175667175846887,0.03737981849222752,0.04888130110522059,0.00575074130649654,0.01725222391948962,0.02012759457273789,0.03162907718573098,0.03737981849222752,0.0287537065324827,0.06038278371821367,0.04600593045197232,0.04313055979872406,0.01725222391948962,0.05175667175846887,0.04600593045197232,0.00575074130649654,0.03450444783897924,0.02300296522598616,0.0287537065324827,0.03162907718573098,0.06038278371821367,0.00287537065324827,0.03162907718573098,1
9,CHGastro_Abnormal_134.png,0.026023312550826783,0.026023312550826783,0.023131833378512694,0.03758922924008313,0.04192644799855426,0.04626366675702539,0.010120177103099304,0.010120177103099304,0.03180627089545496,0.054938104273967656,0.023131833378512694,0.027469052136983828,0.021686093792355653,0.024577572964669735,0.04915514592933947,0.023131833378512694,0.03903496882624018,0.007228697930785217,0.05204662510165357,0.027469052136983828,0.033252010481612,0.04048070841239722,0.013011656275413392,0.021686093792355653,0.05204662510165357,0.05204662510165357,0.02891479172314087,0.03469775006776904,0.04481792717086835,0.05204662510165357,0.03180627089545496,0.024577572964669735,1
