,0,1,2,3,4,5,6,7,8,9,10,11
0,CHGastro_Abnormal_112.png,0.12380068090374496,0.03714020427112349,0.12070566388115134,0.1268956979263386,0.12070566388115135,0.06190034045187246,0.11142061281337054,0.13618074899411942,0.1176106468585578,0.15475085112968115,1
1,CHGastro_Abnormal_154.png,0.1724137931034483,0.04310344827586207,0.1724137931034482,0.4741379310344829,0.0,0.2586206896551722,0.0,0.08620689655172416,0.0,0.04310344827586203,1
2,CHGastro_Abnormal_015.png,0.22190293742017878,0.02234993614303959,0.11174968071519795,0.140485312899106,0.10696040868454663,0.028735632183908035,0.20114942528735644,0.14367816091954017,0.07024265644955305,0.06385696040868452,1
3,CHGastro_Abnormal_151.png,0.06258573388203018,0.14746227709190673,0.10545267489711933,0.06858710562414266,0.06258573388203018,0.15689300411522628,0.05315500685871059,0.09087791495198899,0.17232510288065853,0.1911865569272976,1
4,CHGastro_Abnormal_162.png,0.06518713835787006,0.11938768036329012,0.10547132498352009,0.07031421665568008,0.07617373471032009,0.1853072584779901,0.062257379330550096,0.11572548157914007,0.15893942723211024,0.1523474694206401,1
5,CHGastro_Abnormal_164.png,0.06778661951075744,0.0412614205717654,0.0913645741231948,0.07368110816386679,0.06483937518420277,0.18567639257294422,0.09431181844974955,0.12083701738874147,0.15620394930739767,0.21514883583849095,1
6,CHGastro_Abnormal_036.png,0.13810420590081607,0.09416195856873824,0.12084118016321405,0.06905210295040803,0.12711864406779663,0.12397991211550528,0.14281230382925306,0.10514752040175765,0.08160703075957318,0.10828625235404893,1
7,CHGastro_Abnormal_104.png,0.06293402777777778,0.1345486111111111,0.11718749999999999,0.09114583333333334,0.1193576388888889,0.1996527777777777,0.0651041666666667,0.11718749999999996,0.11501736111111117,0.0889756944444444,1
8,CHGastro_Abnormal_139.png,0.08506944444444445,0.07465277777777778,0.10329861111111109,0.051215277777777776,0.08767361111111112,0.1319444444444444,0.07638888888888894,0.12847222222222215,0.16753472222222232,0.20486111111111102,1
9,CHGastro_Abnormal_161.png,0.1135718341851221,0.050160893431762256,0.12776831345826234,0.12398258565209162,0.053946621237933,0.12114328979746351,0.11830399394283558,0.13723263297368915,0.11925042589437827,0.1457505205375733,1
10,CHGastro_Abnormal_055.png,0.16425120772946858,0.011272141706924315,0.1578099838969404,0.17874396135265702,0.07568438003220612,0.02093397745571658,0.16103059581320459,0.10789049919484697,0.1014492753623189,0.13204508856682765,1
11,CHGastro_Abnormal_140.png,0.07010164738871363,0.08295361607664446,0.11917280056081316,0.08996378081551583,0.11917280056081318,0.12968804766912018,0.07944853370720883,0.13552985161817963,0.11566771819137757,0.16941231452272457,1
12,CHGastro_Normal_007.png,0.13616557734204793,0.11982570806100216,0.03812636165577341,0.3431372549019608,0.14161220043572986,0.0708061002178649,0.12527233115468417,0.05991285403050107,0.0544662309368192,0.02178649237472766,0
13,CHGastro_Normal_027.png,0.16891891891891891,0.06756756756756757,0.0,0.27027027027027034,0.0,0.5067567567567562,0.03378378378378379,0.0,0.16891891891891914,0.03378378378378375,0
14,CHGastro_Normal_158.png,0.4521276595744681,0.0,0.0,0.5053191489361702,0.0,0.15957446808510625,0.053191489361702135,0.0,0.053191489361702204,0.02659574468085104,0
15,CHGastro_Normal_077.png,0.11954992967651196,0.007032348804500704,0.10548523206751054,0.439521800281294,0.052742616033755275,0.0140646976090014,0.12658227848101272,0.12306610407876226,0.05977496483825601,0.0632911392405063,0
16,CHGastro_Normal_048.png,0.16216216216216217,0.05205205205205205,0.1141141141141141,0.22822822822822827,0.11011011011011011,0.07607607607607605,0.13013013013013022,0.08808808808808806,0.08808808808808814,0.06206206206206203,0
